round,clue_value,daily_double_value,category_group,category,comments,answer,question,air_date
1,600,0,"History, Culture, Geography, Politics",WHITES & COLORS,,"This state's white flag has 13 stars in a circle around an anchor & the motto ""Hope\""",Rhode Island,2023-01-09
1,1000,0,"History, Culture, Geography, Politics",WHITES & COLORS,,"Poland's flag is white on top, red on the bottom; the colors are flipped on the flag of this country & symbolize the Grimaldi family",Monaco,2023-01-09
1,200,0,"History, Culture, Geography, Politics",DELEGATES,,"This delegate to the Constitutional Convention in 1787 voted against a Bill of Rights, but later drafted the one we know",Madison,2023-01-09
1,400,0,"History, Culture, Geography, Politics",DELEGATES,,Apostolic delegates are representatives from this country to church officials in other nations,Vatican City,2023-01-09
1,600,0,"History, Culture, Geography, Politics",DELEGATES,,Maryland & these 2 states that split in 1863 don't have a House of Representatives but a House of Delegates,Virginia & West Virginia,2023-01-09
1,800,0,"History, Culture, Geography, Politics",DELEGATES,,Delegates to the 1919 Congress of the Communist International included Stalin & this rival born Lev Bronstein,Trotsky,2023-01-09
1,1000,3200,"History, Culture, Geography, Politics",DELEGATES,,The Duke of Wellington & a Prussian prince were among the delegates to this 1814-15 congress in this capital,Vienna,2023-01-09
2,400,0,"History, Culture, Geography, Politics","WON THE BATTLE, LOST THE WAR",,"Velazquez' ""Surrender of Breda"" shows a win for this country in its long war to prevent Dutch independence",Spain,2023-01-09
2,800,0,"History, Culture, Geography, Politics","WON THE BATTLE, LOST THE WAR",,"The British won the 1776 battle of the Manhattan fort named for this foe, who'd laugh last 7 years later",George Washington,2023-01-09
2,1200,0,"History, Culture, Geography, Politics","WON THE BATTLE, LOST THE WAR",,"At the Battle of Chancellorsville, he broke a basic military rule by splitting his forces but won anyway, for a while",(Robert E.) Lee,2023-01-09
2,1600,0,"History, Culture, Geography, Politics","WON THE BATTLE, LOST THE WAR",,An early 1943 battle for Kharkov was the one of the last big wins for the Wehrmacht over this army,the Red Army,2023-01-09
2,2000,0,"History, Culture, Geography, Politics","WON THE BATTLE, LOST THE WAR",,In 1879 this southern African kingdom wiped out a British force at Isandlwana but was soon wiped out itself,the Zulu,2023-01-09
2,400,0,"Pop culture, Arts, Sports",ALL THE RIGHT MOVIES,,"\""All the Right Moves"" starred a young Tom Cruise as a Pennsylvania high school kid desperate for a scholarship in this sport",football,2023-01-09
2,800,0,"Language Arts, Literature, Phrases",ALL THE RIGHT MOVIES,,"John Lindqvist's novel ""Let the Right One In"", about Eli, who is one of these creatures, was made into Swedish & American films",a vampire,2023-01-09
2,1200,0,"Pop culture, Arts, Sports",ALL THE RIGHT MOVIES,,Spike Lee broke into the front ranks of Hollywood directors with this 1989 film about racial tensions in Brooklyn,Do the Right Thing,2023-01-09
2,1600,0,"Pop culture, Arts, Sports",ALL THE RIGHT MOVIES,,"It starred Scott Glenn as Alan Shepard, Sam Shepard as Chuck Yeager & Ed Harris as John Glenn",The Right Stuff,2023-01-09
2,2000,0,"Pop culture, Arts, Sports",ALL THE RIGHT MOVIES,,"Annette Bening, Julianne Moore & Mark Ruffalo starred in this 2010 comedy about 2 children looking for their biological father",The Kids Are All Right,2023-01-09
2,400,0,"History, Culture, Geography, Politics",BUILDINGS & BRIDGES,,"The Leaning Tower of Pisa is actually a bell tower, this in Italian",campanile,2023-01-09
2,800,0,"History, Culture, Geography, Politics",BUILDINGS & BRIDGES,,"During World War II, Allied prisoners of war really did build a bridge over this Thai river; a simple black iron bridge is still there",the Kwai,2023-01-09
2,1200,7000,"History, Culture, Geography, Politics",BUILDINGS & BRIDGES,,"In Rome, the building called this is an ancient but active church; the one in Paris is a mausoleum",the Pantheon,2023-01-09
2,1600,0,"History, Culture, Geography, Politics",BUILDINGS & BRIDGES,,"In 2018 New York's governor signed a bill adding a second ""Z"" to the name of this bridge, rectifying an earlier misspelling",the Verrazzano(-Narrows),2023-01-09
2,2000,0,"History, Culture, Geography, Politics",BUILDINGS & BRIDGES,,"The UK's tallest building, this London skyscraper, is so named because it looks like a big piece of glass",the Shard,2023-01-09
2,800,0,"Pop culture, Arts, Sports",RANDOM FACTS,,"The website called ask.com was formerly known as ask this guy, named for a literary valet",Jeeves,2023-01-09
2,1200,0,"Pop culture, Arts, Sports",RANDOM FACTS,,"Just like magic, Bette Midler, Sarah Jessica Parker & Kathy Najimy were back for this movie ""2"", 3 decades after the original",Hocus Pocus,2023-01-09
2,1600,0,"History, Culture, Geography, Politics",RANDOM FACTS,,"A type of blackberry, marionberries are grown primarily in this northwest state & are named for a county there",Oregon,2023-01-09
2,2000,0,"History, Culture, Geography, Politics",RANDOM FACTS,,"When he was VP of the U.S., a Colorado town bore his name; when he became a Confederate general, it changed its ""kin"" to ""ken\""",John C. Breckinridge,2023-01-09
2,400,0,"Language Arts, Literature, Phrases",SOLVE THE MYSTERY TITLE,,"A Philip Marlowe novel: ""The Big"" this",Sleep,2023-01-09
2,800,0,"Language Arts, Literature, Phrases",SOLVE THE MYSTERY TITLE,,"Scott Turow's debut novel: ""Presumed"" this",Innocent,2023-01-09
2,1200,0,"Language Arts, Literature, Phrases",SOLVE THE MYSTERY TITLE,,"A Tea Shop Mystery: the alliterative ""Death by"" this Indian variety",Darjeeling,2023-01-09
2,1600,0,"Language Arts, Literature, Phrases",SOLVE THE MYSTERY TITLE,,"Agatha Christie: ""Murder in"" this ancient region",Mesopotamia,2023-01-09
2,2000,0,"Language Arts, Literature, Phrases",SOLVE THE MYSTERY TITLE,,"Richard Osman's heartwarming mystery featuring 4 elderly sleuths: ""The"" this ""Murder Club\""",Thursday,2023-01-09
2,400,0,"Language Arts, Literature, Phrases",REMEMBER YOUR PHRASE-ING,,"A prickly sensation in the limbs is called these 2 things; add ""on"" to get nervous anticipation",pins & needles,2023-01-09
2,800,5600,"Language Arts, Literature, Phrases",REMEMBER YOUR PHRASE-ING,,This phrase meaning something currently in fashion has its origins in a special ice cream offered for a certain span of time,flavor of the month,2023-01-09
2,1200,0,"Language Arts, Literature, Phrases",REMEMBER YOUR PHRASE-ING,,"This French phrase literally means ""pen name\""",nom de plume,2023-01-09
2,1600,0,"Language Arts, Literature, Phrases",REMEMBER YOUR PHRASE-ING,,"Really fast progress is ""made by"" these 2 things, both synonyms for jumps",leaps & bounds,2023-01-09
2,2000,0,"Language Arts, Literature, Phrases",REMEMBER YOUR PHRASE-ING,,This phrase is an allusion to a fable in which a canine selfishly prevents an ox from eating some hay,a dog in the manger,2023-01-09
3,0,0,"History, Culture, Geography, Politics",USA,,"Ironically, though this company founded in the 1860s is Moore county, Tennessee's largest employer, Moore is a dry county",Jack Daniel's,2023-01-09
